bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
3,4.0,2568,2749.0,2,102,1,0,0,1,4.63,744003.0,0
4,4.0,3213,1501.0,2,94,1,1,0,1,3.13,915697.0,1
5,5.0,4423,1842.0,1,77,0,0,0,1,10.88,1117984.0,1
4,4.5,2664,4713.0,1,86,1,0,0,0,11.53,763561.0,0
5,5.0,3999,4276.0,1,37,1,1,0,0,15.92,1031793.0,1
3,4.0,2283,1620.0,2,48,1,0,0,1,1.3,727784.0,0
1,1.0,1120,1743.0,2,41,0,0,0,1,8.87,444411.0,0
3,3.0,1995,2417.0,1,44,0,1,0,0,19.46,581584.0,0
3,3.5,2667,4173.0,1,18,1,1,0,1,11.34,751564.0,0
3,3.0,2477,3041.0,3,45,1,1,1,0,9.57,848911.0,1
3,3.5,2874,1782.0,1,14,1,1,1,0,21.34,683004.0,0
3,4.0,2737,4554.0,2,120,1,1,0,1,11.77,808933.0,1
3,4.0,2527,1939.0,1,56,0,1,0,1,3.0,803627.0,1
4,4.5,2906,2194.0,2,30,1,0,0,1,6.85,855314.0,1
3,3.5,3020,7107.0,1,22,1,0,0,1,5.33,950061.0,1
2,2.0,1447,2226.0,1,52,1,0,0,1,13.64,466869.0,0
3,3.0,2181,2806.0,1,83,1,1,0,1,10.5,683474.0,0
3,3.0,2869,1511.0,3,96,1,1,0,0,21.3,730088.0,0
3,4.0,2460,1547.0,2,108,0,0,0,1,4.88,611937.0,0
6,5.0,4668,2455.0,2,46,1,0,0,1,16.58,1151720.0,1
2,2.0,848,3778.0,1,73,1,1,0,1,9.47,414829.0,0
4,4.0,3160,3384.0,2,64,1,0,0,1,5.47,868309.0,1
5,5.0,3999,1911.0,1,67,1,1,1,0,20.04,994622.0,1
3,3.5,2142,7788.0,2,91,1,1,0,1,7.34,701715.0,0
4,5.0,3180,1923.0,1,122,1,1,0,1,14.69,846713.0,1
4,4.5,2760,2951.0,2,109,0,1,0,1,8.24,868965.0,1
4,4.0,3853,2206.0,2,55,1,0,0,0,19.26,900799.0,1
4,4.0,3415,3164.0,2,53,1,1,0,0,17.59,876991.0,1
3,3.0,1618,1952.0,2,63,1,0,0,1,8.63,484529.0,0
5,5.0,3752,9032.0,1,74,0,0,1,0,9.38,1163497.0,1
2,2.0,1735,2435.0,2,100,1,1,0,1,0.91,590436.0,0
2,2.5,1761,3140.0,1,93,0,0,0,1,2.6,610447.0,0
4,4.5,3901,2764.0,2,6,0,1,1,1,9.81,1089639.0,1
5,5.0,3308,3895.0,1,10,1,0,1,0,14.84,832991.0,1
4,4.0,2479,5424.0,1,41,1,1,0,1,3.54,914931.0,1
5,5.0,4301,3209.0,1,72,1,0,1,0,16.4,1145457.0,1
4,5.0,2835,1753.0,2,46,1,1,0,0,12.52,761217.0,0
4,4.0,2827,9063.0,2,83,0,0,0,1,9.16,905465.0,1
3,3.0,2321,2665.0,1,76,1,0,0,1,8.31,742448.0,0
3,3.0,1572,3403.0,1,43,0,0,0,0,18.4,368321.0,0
3,4.0,2613,1775.0,1,87,0,1,0,0,11.25,733745.0,0
4,4.5,3214,9168.0,1,71,0,0,0,0,19.47,845692.0,1
4,4.0,2375,1712.0,3,90,1,1,0,1,13.78,720874.0,0
4,4.0,3225,1869.0,1,43,1,0,0,1,3.78,912898.0,1
3,3.5,1939,1746.0,2,35,1,1,0,1,3.47,642337.0,0
3,3.0,2319,4612.0,3,99,1,1,0,1,1.52,688491.0,0
4,4.0,3125,3581.0,1,113,1,0,0,1,3.88,851720.0,1
6,5.0,4185,2258.0,2,70,0,0,0,1,2.34,1031380.0,1
3,3.5,3223,6487.0,2,25,1,0,0,1,6.06,868856.0,1
3,3.5,1629,3631.0,2,8,0,1,1,1,6.1,524317.0,0
5,5.0,3514,2780.0,1,47,1,1,0,1,9.52,1052033.0,1
3,4.0,2335,3749.0,1,120,1,0,0,0,19.46,601383.0,0
3,3.0,2144,3024.0,2,62,0,1,0,0,18.8,513831.0,0
3,3.5,1959,2748.0,2,25,1,1,0,1,10.49,663568.0,0
4,4.0,2814,2846.0,2,82,1,0,0,0,16.37,753090.0,0
5,5.0,3601,4584.0,2,83,1,0,0,1,8.47,998038.0,1
2,2.0,1694,2904.0,2,51,1,1,0,0,9.84,522354.0,0
4,4.0,3181,2207.0,1,97,1,1,0,1,12.37,907568.0,1
3,3.0,2840,2326.0,1,50,1,0,0,1,7.26,719189.0,0
1,2.0,1060,2068.0,2,38,1,1,0,1,4.24,344382.0,0
6,5.0,5026,1777.0,1,54,0,1,0,1,9.13,1340223.0,1
4,4.0,3453,2445.0,1,12,1,0,0,0,20.33,828668.0,1
2,3.0,2122,11305.0,1,95,1,1,1,1,2.67,770013.0,0
5,5.0,3457,3036.0,2,63,0,1,0,1,6.92,993850.0,1
6,5.0,3560,2354.0,3,65,0,1,0,1,6.97,939102.0,1
5,5.0,4037,1965.0,1,21,1,1,0,1,14.41,1043256.0,1
2,2.0,1928,3335.0,1,47,1,1,0,1,5.99,698805.0,0
4,5.0,3151,4339.0,2,43,1,1,1,1,3.3,928801.0,1
2,2.0,1750,2727.0,1,2,1,0,1,1,5.31,604583.0,0
5,5.0,4357,6187.0,2,91,1,0,0,1,8.79,1191813.0,1
3,4.0,3518,4142.0,2,89,0,0,0,0,14.89,834947.0,1
3,3.0,1863,2165.0,2,100,1,1,0,1,2.91,638125.0,0
5,5.0,3039,3391.0,2,78,1,1,0,0,15.84,866278.0,1
5,5.0,3949,6397.0,2,73,1,1,0,1,2.96,1148051.0,1
5,5.0,4137,6038.0,2,33,1,0,0,0,18.59,1077263.0,1
2,2.5,1797,2126.0,2,124,1,0,0,1,3.44,616759.0,0
4,4.0,2527,4527.0,1,29,0,1,0,1,2.85,843699.0,1
4,4.0,3123,4519.0,2,65,0,0,0,1,2.73,912565.0,1
4,4.0,2524,9391.0,1,17,1,0,0,0,20.55,691774.0,0
6,5.0,4083,1901.0,1,83,0,0,0,1,7.35,1090458.0,1
3,4.0,1996,3882.0,1,27,1,0,0,1,3.85,658922.0,0
4,5.0,3648,2622.0,2,41,1,0,0,1,5.74,1019137.0,1
4,4.0,3037,4382.0,2,11,0,0,0,1,8.69,868324.0,1
3,3.0,2632,1632.0,1,14,1,1,0,0,14.96,738346.0,0
2,3.0,1982,6020.0,1,8,1,0,1,0,13.1,658405.0,0
4,5.0,2723,3561.0,2,11,1,1,0,1,9.81,858817.0,1
3,3.5,2736,8796.0,1,44,1,0,0,1,9.78,933067.0,1
5,5.0,3803,6982.0,1,14,1,1,0,1,5.23,1040001.0,1
4,4.0,2901,1789.0,1,3,0,0,1,0,18.52,678138.0,0
4,4.0,3363,1701.0,2,2,1,1,1,0,9.26,856155.0,1
4,4.0,3325,8097.0,2,3,1,0,1,1,12.31,945084.0,1
4,4.5,2835,3778.0,2,82,1,1,0,1,3.85,951726.0,1
3,3.0,2300,2568.0,2,106,1,0,0,0,11.62,628110.0,0
3,4.0,2356,3092.0,1,74,1,1,0,1,1.86,691741.0,0
3,3.0,1858,2282.0,3,121,1,0,0,0,15.69,472865.0,0
3,4.0,1901,3636.0,1,95,1,0,0,1,12.93,694042.0,0
5,5.0,3466,2040.0,2,36,1,1,0,1,4.56,1003252.0,1
3,3.0,2056,2974.0,1,59,1,1,0,1,4.77,691972.0,0
4,4.0,2905,1695.0,1,61,1,0,0,1,9.59,771404.0,0
5,5.0,3951,6661.0,3,43,0,1,1,1,13.56,1133531.0,1
2,2.0,1531,4699.0,1,93,0,0,0,1,4.3,517950.0,0
2,2.0,1839,4201.0,2,109,0,1,0,1,3.61,671990.0,0
4,4.5,3121,18334.0,1,47,1,0,1,0,23.97,935251.0,1
3,3.0,1859,6129.0,1,42,0,1,0,0,23.04,464609.0,0
2,3.0,1536,1639.0,1,42,1,1,0,1,6.76,548713.0,0
4,5.0,3471,8788.0,1,62,1,1,0,1,2.81,1045747.0,1
5,5.0,3810,1702.0,2,2,1,1,1,0,11.87,999085.0,1
3,4.0,2565,1759.0,1,54,1,1,0,1,4.08,819503.0,1
3,3.0,2159,5936.0,2,27,1,0,0,1,11.55,722418.0,0
4,5.0,3227,2290.0,2,52,1,1,0,1,2.65,908196.0,1
3,3.0,1645,3799.0,2,35,1,1,0,1,9.17,551599.0,0
2,2.0,2587,3898.0,2,76,1,1,0,1,4.14,764568.0,0
5,5.0,3548,3332.0,1,9,1,0,1,1,5.39,962370.0,1
3,3.5,2263,5733.0,3,114,1,1,0,1,3.8,707892.0,0
3,4.0,2275,1585.0,2,55,1,1,0,0,9.7,584766.0,0
6,5.0,4317,1513.0,1,26,1,1,1,1,3.32,1180699.0,1
4,4.0,3262,9475.0,2,80,1,1,0,1,4.11,1017169.0,1
5,5.0,3768,3893.0,2,50,1,1,0,0,16.05,972737.0,1
3,3.0,2519,2742.0,2,11,1,0,0,1,0.5,773378.0,0
3,3.0,1817,5870.0,3,24,1,1,0,1,8.3,659155.0,0
4,5.0,3683,2137.0,1,50,1,1,0,1,2.79,978682.0,1
4,4.5,2710,8338.0,1,113,1,1,0,1,10.65,886494.0,1
2,2.5,1846,4163.0,1,83,1,1,0,1,11.84,618693.0,0
4,5.0,2547,6549.0,1,24,1,0,0,0,5.86,821403.0,1
4,4.5,2930,3194.0,1,107,1,0,0,1,1.92,848831.0,1
4,4.0,2996,2362.0,2,67,0,1,0,0,13.61,732995.0,0
4,4.0,2788,2300.0,2,32,1,1,0,1,2.33,812081.0,1
4,4.5,2598,3123.0,1,83,1,0,0,0,19.9,778542.0,0
3,3.5,2137,5655.0,2,67,1,1,1,1,8.15,700398.0,0
4,5.0,3577,3375.0,2,68,0,1,0,0,15.41,981873.0,1
4,5.0,3095,4444.0,1,13,1,0,0,1,3.49,900265.0,1
3,3.0,2867,2024.0,1,69,1,1,0,0,12.94,675345.0,0
2,2.5,2236,7722.0,2,14,0,1,0,0,7.89,622111.0,0
5,5.0,3723,5110.0,2,64,1,1,1,1,2.2,1185946.0,1
4,4.5,3231,3767.0,2,41,1,1,0,1,10.53,1002917.0,1
2,2.0,2107,5619.0,2,61,1,1,0,1,12.37,687578.0,0
5,5.0,3975,2628.0,3,49,1,1,0,1,6.95,1119982.0,1
4,4.0,2353,2611.0,1,21,1,0,0,1,8.21,767104.0,0
1,1.0,845,3491.0,2,2,1,0,1,0,12.47,295623.0,0
5,5.0,4131,2261.0,2,5,1,0,1,1,8.33,1044817.0,1
3,3.0,1491,1751.0,1,7,1,1,1,0,14.02,483970.0,0
6,5.0,4471,4972.0,2,65,0,0,0,1,4.15,1197985.0,1
4,5.0,3185,2628.0,1,14,1,0,0,1,6.41,838764.0,1
4,4.0,3606,7584.0,1,7,0,0,1,0,18.72,859220.0,1
1,1.5,600,15358.0,1,70,1,1,0,0,14.33,459829.0,0
4,4.5,3740,3811.0,1,67,1,0,0,0,14.7,945266.0,1
6,5.0,4826,1555.0,1,9,0,0,1,1,8.75,1286676.0,1
4,4.0,2484,9365.0,1,68,1,1,0,0,18.79,692813.0,0
3,3.5,1589,3314.0,2,57,0,1,1,1,3.6,615830.0,0
2,2.5,2114,6973.0,2,47,1,1,0,1,4.85,655782.0,0
4,4.0,3263,2950.0,2,14,1,0,0,1,5.21,906927.0,1
4,4.0,3372,2279.0,2,5,1,0,1,0,15.54,804252.0,1
5,5.0,3846,2057.0,3,7,1,1,1,1,3.27,1060990.0,1
5,5.0,3869,2830.0,1,5,0,1,1,1,2.51,1134251.0,1
4,4.5,3117,7026.0,1,114,0,1,0,0,10.05,831171.0,1
4,4.0,3162,5153.0,1,115,1,0,0,1,1.8,940386.0,1
5,5.0,3926,4258.0,1,28,1,1,0,0,13.02,954622.0,1
1,1.0,1308,6059.0,2,46,1,0,0,1,2.76,490385.0,0
3,3.0,2490,4509.0,2,72,1,0,0,1,2.43,735568.0,0
4,5.0,3432,3237.0,1,103,0,0,0,0,13.38,855269.0,1
4,4.0,3243,2981.0,2,83,0,1,0,0,20.19,820494.0,1
3,3.5,2571,5081.0,1,6,1,0,1,1,9.66,783365.0,0
2,2.0,1673,1751.0,1,51,1,0,0,1,12.6,499014.0,0
4,4.5,3531,5501.0,1,24,0,1,0,0,14.74,903604.0,1
3,3.0,2066,1504.0,2,100,1,0,0,1,7.25,673127.0,0
2,2.0,1243,1930.0,2,6,0,1,1,1,2.3,482574.0,0
3,3.0,1617,1699.0,1,84,1,0,0,1,7.69,414801.0,0
5,5.0,3626,14119.0,2,30,1,0,0,1,3.7,1188085.0,1
3,3.0,2084,6389.0,1,39,1,1,0,1,9.44,685341.0,0
5,5.0,2842,3251.0,2,43,1,0,0,0,13.63,770591.0,0
3,4.0,2978,1936.0,2,8,0,0,1,1,2.67,975164.0,1
4,4.0,2865,5748.0,1,32,1,1,0,1,1.83,900400.0,1
3,3.5,2002,4095.0,2,87,0,0,0,1,3.49,640268.0,0
5,5.0,3234,3194.0,1,60,1,0,0,1,7.26,945491.0,1
3,3.5,2046,2367.0,1,35,0,0,0,1,4.92,688345.0,0
3,4.0,1918,5713.0,2,6,1,1,1,1,3.81,792124.0,1
4,4.5,2898,3493.0,1,15,1,1,0,1,7.98,872173.0,1
3,4.0,2989,2640.0,2,88,1,0,0,0,16.26,783392.0,0
6,5.0,4056,4375.0,1,79,1,0,0,1,4.9,1115073.0,1
3,3.0,1944,2004.0,1,32,1,1,0,0,6.55,623818.0,0
2,3.0,2165,1702.0,1,33,1,1,0,1,7.21,729680.0,0
3,3.0,2577,2093.0,1,64,1,0,0,1,11.09,761193.0,0
4,5.0,3304,3474.0,3,42,1,1,0,1,6.41,996383.0,1
6,5.0,4654,3689.0,2,70,1,1,1,1,13.29,1226721.0,1
4,4.5,3809,7442.0,1,18,1,1,0,1,7.03,1131376.0,1
3,3.5,1875,4796.0,2,60,1,0,0,1,7.43,735792.0,0
5,5.0,3287,2140.0,1,15,1,0,0,1,2.63,973083.0,1
6,5.0,3851,2635.0,3,73,0,1,0,0,20.44,907176.0,1
4,4.5,2991,2500.0,1,25,1,0,0,1,10.25,808794.0,1
4,5.0,3454,1501.0,1,12,0,1,0,0,15.53,938213.0,1
5,5.0,3873,7654.0,2,8,1,1,1,1,8.75,1128947.0,1
3,4.0,2124,6574.0,2,51,1,0,1,0,7.94,602134.0,0
2,2.0,865,1943.0,2,36,1,1,0,0,16.65,331512.0,0
3,3.5,2031,1586.0,2,75,1,1,0,1,8.32,631952.0,0
3,3.0,2522,5000.0,1,87,1,1,0,1,14.95,707423.0,0
5,5.0,4332,6355.0,1,22,1,1,0,1,3.26,1172288.0,1
4,4.0,3407,10941.0,2,28,1,1,0,0,18.41,948780.0,1
3,3.0,2085,5713.0,1,5,0,0,1,0,20.85,517274.0,0
6,5.0,4576,2259.0,2,69,1,0,1,1,11.33,1223400.0,1
3,3.0,2135,1628.0,1,57,0,1,0,1,7.52,607717.0,0
3,3.5,2555,3458.0,2,61,1,1,0,0,17.83,688440.0,0
3,3.5,3057,5346.0,1,122,0,1,0,0,15.16,707283.0,0
4,4.0,2533,1672.0,2,80,0,0,0,1,0.92,828599.0,1
4,4.0,2274,1766.0,1,28,1,0,0,1,3.37,761364.0,0
4,4.0,3247,2860.0,1,86,0,0,0,1,5.64,880282.0,1
4,4.0,2743,1596.0,2,39,0,0,1,0,18.89,624649.0,0
5,5.0,3683,3277.0,1,9,0,0,1,1,10.73,967994.0,1
4,5.0,3573,5940.0,1,80,0,1,0,0,10.54,867962.0,1
2,2.0,1496,1927.0,1,8,1,0,1,0,17.55,477363.0,0
4,4.5,2892,2133.0,1,49,1,0,0,1,7.99,863311.0,1
6,5.0,3682,1901.0,1,15,1,1,0,0,13.55,972498.0,1
3,3.5,2553,3449.0,2,3,1,1,1,0,16.12,673698.0,0
3,3.0,1961,4074.0,1,65,1,1,1,1,13.92,663436.0,0
5,5.0,4290,2727.0,1,108,0,0,0,1,9.32,1134528.0,1
6,5.0,4735,3292.0,1,99,0,0,0,1,3.81,1263784.0,1
3,3.5,1819,3204.0,1,13,0,0,0,1,8.61,599740.0,0
3,3.5,2570,2489.0,2,41,1,0,0,1,11.61,732882.0,0
2,2.5,1718,8437.0,1,96,1,0,0,1,3.14,727193.0,0
5,5.0,3393,4632.0,2,25,1,0,0,1,4.04,1025112.0,1
5,5.0,3981,3998.0,2,68,1,0,0,1,4.24,1073323.0,1
3,3.0,2342,1634.0,1,90,1,0,0,0,15.05,545069.0,0
3,3.0,2251,2306.0,1,28,1,0,0,0,18.53,553175.0,0
3,3.5,2913,4364.0,2,82,1,0,0,1,7.89,855482.0,1
3,3.5,2517,2411.0,1,52,0,0,0,0,13.35,704752.0,0
4,4.5,2960,1732.0,3,28,1,1,0,1,4.5,896126.0,1
4,4.0,2633,1616.0,1,82,1,1,0,0,20.44,640408.0,0
2,3.0,1885,2665.0,2,82,1,1,0,0,17.66,472043.0,0
4,4.0,2421,1514.0,2,53,1,1,0,0,20.42,625124.0,0
5,5.0,2997,2178.0,1,112,0,1,0,1,7.66,892459.0,1
4,4.0,3809,2537.0,2,61,1,1,0,1,8.97,1009624.0,1
3,4.0,2109,2456.0,2,12,1,0,1,0,8.48,585378.0,0
2,2.0,1115,3911.0,3,50,1,1,0,1,4.01,475593.0,0
3,3.0,1974,2267.0,2,12,1,0,0,1,1.13,664627.0,0
3,3.0,1961,2520.0,2,49,1,0,0,1,7.99,612239.0,0
5,5.0,4396,6252.0,2,32,0,0,0,0,12.03,1164868.0,1
3,3.5,3047,2328.0,1,17,1,0,0,0,16.04,817796.0,1
4,5.0,3056,4780.0,2,37,0,0,0,1,8.02,857162.0,1
4,4.5,2829,4713.0,2,118,1,0,0,0,14.95,768408.0,0
4,4.0,3455,7365.0,2,35,0,0,1,1,12.22,976860.0,1
5,5.0,3875,4898.0,1,81,1,0,0,1,1.96,1129252.0,1
4,4.0,3277,5864.0,1,39,0,0,1,0,9.61,834730.0,1
4,4.5,2919,2762.0,1,23,1,0,0,0,8.7,813098.0,1
4,4.5,3192,3481.0,2,2,0,0,1,1,3.55,975369.0,1
4,4.5,3857,3950.0,1,11,1,1,0,1,7.6,1162805.0,1
4,4.5,3002,2595.0,1,32,1,1,0,0,17.9,703503.0,0
3,4.0,2944,2935.0,1,7,1,1,1,1,2.4,915625.0,1
4,5.0,2921,9845.0,2,96,1,1,0,0,21.52,748324.0,0
1,1.5,1041,6335.0,2,20,1,0,0,1,3.46,393186.0,0
6,5.0,3907,3019.0,1,41,0,1,0,1,13.21,1087973.0,1
3,3.5,2210,9533.0,1,19,1,1,0,1,6.83,692143.0,0
3,3.0,2314,7551.0,1,97,0,0,1,1,13.15,769485.0,0
2,2.5,1363,4856.0,2,27,1,1,0,1,13.06,506192.0,0
6,5.0,3887,2457.0,1,28,1,1,0,1,5.31,1002641.0,1
3,3.0,2334,2364.0,1,30,1,0,0,0,17.77,670899.0,0
4,5.0,3081,1976.0,1,2,1,0,1,1,8.98,900942.0,1
4,4.0,2614,3436.0,1,60,0,1,0,0,14.72,662722.0,0
6,5.0,4400,12184.0,1,48,1,0,0,0,18.95,1123769.0,1
5,5.0,4016,5064.0,1,17,0,1,1,1,8.5,1104192.0,1
3,3.0,1944,1957.0,2,96,1,1,0,0,12.04,540229.0,0
4,4.5,3595,2629.0,1,9,1,1,1,0,21.32,880773.0,1
3,3.0,1554,2268.0,1,32,1,0,0,0,13.87,453520.0,0
5,5.0,3620,4258.0,2,33,0,0,0,1,2.47,1060118.0,1
4,4.0,3204,2401.0,2,71,1,1,0,1,8.06,919255.0,1
3,3.5,2495,3909.0,1,58,1,1,0,1,4.61,775786.0,0
4,4.0,3179,3214.0,1,20,1,0,0,1,10.55,953245.0,1
6,5.0,4040,1959.0,1,65,0,1,0,0,22.54,941316.0,1
3,3.5,2367,1989.0,2,65,1,1,0,1,5.69,769519.0,0
5,5.0,3295,3531.0,1,56,1,1,1,1,9.13,1051632.0,1
3,4.0,2802,1650.0,1,22,1,0,0,1,3.25,898088.0,1
4,4.5,2996,3156.0,3,11,1,1,0,0,18.8,785407.0,0
4,4.5,3269,3747.0,2,25,1,0,1,1,7.85,933429.0,1
4,4.0,3157,5929.0,2,21,0,1,0,0,18.23,743697.0,0
4,4.0,2681,1821.0,1,18,1,1,0,0,15.83,720236.0,0
5,5.0,4289,2039.0,2,17,1,1,0,1,5.52,1324673.0,1
4,4.0,2372,3120.0,1,37,0,1,0,1,3.17,748276.0,0
3,4.0,3197,1937.0,1,67,1,1,0,1,2.27,952168.0,1
1,2.0,1406,2167.0,3,30,1,1,0,1,4.39,490824.0,0
5,5.0,3543,2739.0,2,41,1,1,0,0,19.64,911682.0,1
5,5.0,2845,3921.0,2,32,1,0,0,0,20.11,791946.0,1
4,5.0,2863,2568.0,2,21,1,1,0,1,6.15,834437.0,1
4,4.5,2415,3745.0,1,72,1,0,1,0,18.8,682601.0,0
4,5.0,3186,2032.0,2,26,1,1,0,1,2.74,948389.0,1
2,2.0,1962,5352.0,1,47,1,0,0,1,5.53,571042.0,0
1,1.5,600,1573.0,2,22,1,0,0,0,13.97,250000.0,0
3,3.5,2095,7042.0,2,20,1,0,0,1,10.77,709118.0,0
4,4.5,3251,4999.0,2,45,1,1,0,1,3.3,965882.0,1
3,4.0,2319,2653.0,2,4,1,1,1,0,18.06,678033.0,0
4,4.0,2944,3825.0,3,53,0,1,1,1,7.24,898288.0,1
3,3.0,1936,11130.0,2,60,1,1,0,0,10.46,701900.0,0
4,4.0,2481,5614.0,2,107,1,1,0,1,6.23,809599.0,1
2,2.0,1158,3048.0,1,26,0,1,1,1,6.26,407836.0,0
4,4.0,2809,3460.0,2,81,1,0,1,0,11.22,839609.0,1
6,5.0,4073,1677.0,2,89,1,1,0,1,2.13,1057700.0,1
5,5.0,4125,4227.0,1,38,1,0,0,1,1.25,1098981.0,1
5,5.0,3885,1676.0,1,60,1,0,0,1,10.93,1076247.0,1
2,2.0,1916,6911.0,1,100,1,0,0,1,2.65,709324.0,0
2,2.0,1544,3893.0,1,10,1,0,1,1,11.96,545097.0,0
3,3.5,2048,1559.0,3,10,1,1,1,0,8.92,624570.0,0
3,3.0,1963,2450.0,2,39,1,0,1,0,20.26,484112.0,0
4,4.0,3360,5635.0,2,13,1,0,0,1,10.82,953412.0,1
3,3.5,3564,6238.0,2,80,1,0,0,1,14.27,996880.0,1
5,5.0,3642,4741.0,2,113,1,1,1,0,15.8,1075201.0,1
3,3.5,2985,1979.0,1,83,0,1,0,1,8.11,752476.0,0
3,3.5,1523,1946.0,1,25,1,0,0,1,2.14,534341.0,0
4,4.0,2548,4833.0,2,78,1,0,0,0,13.82,674106.0,0
3,3.0,1998,7595.0,1,10,1,1,1,1,10.7,701617.0,0
3,3.0,2158,2492.0,2,91,1,1,1,1,4.31,801528.0,1
1,1.0,1016,2193.0,3,13,1,1,0,1,5.44,264721.0,0
4,4.0,3007,5311.0,2,35,1,1,0,1,4.71,989097.0,1
5,5.0,3396,4273.0,2,54,1,0,0,0,17.67,804965.0,1
4,5.0,3516,3739.0,2,119,1,0,0,1,8.44,1021016.0,1
3,3.0,2254,8692.0,2,26,1,1,0,0,21.21,565675.0,0
5,5.0,4236,4266.0,2,31,1,0,0,1,7.66,1242775.0,1
5,5.0,4219,1728.0,1,102,1,1,0,0,18.23,1024401.0,1
4,4.0,2743,6432.0,1,48,0,1,0,1,6.94,883535.0,1
3,3.5,2050,3676.0,1,61,1,0,0,1,9.33,675783.0,0
3,3.0,2251,3244.0,2,57,1,0,0,1,3.17,675932.0,0
3,3.5,1696,2137.0,1,76,1,1,0,1,12.14,582341.0,0
1,1.5,1340,7281.0,3,20,0,0,0,1,2.33,590029.0,0
3,3.5,2004,1638.0,1,48,0,0,0,1,3.48,579247.0,0
6,5.0,3745,3773.0,2,15,1,1,0,1,2.9,995785.0,1
1,1.5,822,3869.0,1,87,1,0,0,1,2.47,439448.0,0
3,3.0,2602,1590.0,2,20,0,1,0,1,7.74,770272.0,0
5,5.0,3965,2860.0,2,46,1,1,0,0,17.57,956938.0,1
2,2.0,1224,2217.0,1,43,0,1,1,1,10.16,478604.0,0
3,3.5,1898,1527.0,1,35,1,1,1,1,4.08,606098.0,0
4,4.0,3206,3576.0,2,37,1,1,0,1,9.7,924437.0,1
5,5.0,3661,4888.0,2,33,1,0,0,1,4.02,1146746.0,1
5,5.0,3437,6491.0,2,86,0,1,0,0,17.1,925113.0,1
4,4.5,3103,2490.0,2,35,1,1,0,1,3.19,925452.0,1
3,3.5,2249,9188.0,1,114,0,1,0,0,20.01,645372.0,0
3,3.0,2696,3735.0,2,20,1,1,0,1,8.26,777863.0,0
4,4.5,3303,2107.0,3,76,0,1,0,1,4.91,972062.0,1
3,3.0,2817,6947.0,2,43,0,1,0,1,13.33,768249.0,0
4,4.0,2386,2988.0,1,48,1,1,1,1,5.61,749463.0,0
3,3.5,2126,5677.0,2,45,1,1,1,1,7.83,741726.0,0
3,4.0,2275,2600.0,1,57,0,0,1,1,10.82,712432.0,0
5,5.0,4089,2667.0,2,65,1,0,0,0,9.28,1066369.0,1
4,4.0,3146,3477.0,2,87,1,1,0,1,8.49,886867.0,1
4,4.0,3556,4069.0,1,26,1,1,0,1,4.42,1009060.0,1
3,3.0,2282,2419.0,1,59,1,1,0,0,11.33,634536.0,0
4,4.5,3306,2120.0,2,80,1,0,0,1,3.09,1021487.0,1
3,3.5,2046,2019.0,1,6,0,0,1,1,5.65,607973.0,0
6,5.0,3484,4438.0,1,4,0,0,1,1,6.76,990166.0,1
4,4.5,2756,1704.0,1,75,0,0,0,1,3.02,864294.0,1
5,5.0,3770,2259.0,1,92,1,1,0,1,7.06,1147651.0,1
5,5.0,3508,2080.0,1,91,1,0,0,0,12.67,868034.0,1
2,2.0,1748,6960.0,1,116,1,0,0,1,11.75,665528.0,0
3,3.0,2428,3293.0,1,15,0,0,0,0,21.5,563330.0,0
4,4.5,3279,3920.0,1,95,1,1,0,0,18.75,726001.0,0
3,3.0,1888,1927.0,2,105,1,1,0,1,13.1,549928.0,0
4,4.0,3462,1760.0,3,26,1,0,0,1,3.94,937806.0,1
3,3.0,2609,2388.0,2,20,1,0,0,0,17.91,688068.0,0
4,4.0,2983,13167.0,1,17,1,1,0,0,18.29,847238.0,1
5,5.0,3866,15358.0,2,12,1,0,0,1,14.55,1014190.0,1
4,4.0,3122,8522.0,1,95,1,0,0,1,0.5,1008121.0,1
4,4.0,2453,2115.0,2,23,1,0,0,0,19.26,612830.0,0
2,2.0,1448,2072.0,1,15,1,0,0,0,21.1,379659.0,0
4,5.0,3485,4537.0,1,47,1,1,1,0,17.8,878394.0,1
4,4.0,3302,1700.0,2,4,0,0,1,1,11.19,886137.0,1
3,3.0,1906,7343.0,1,94,1,0,0,1,3.95,563511.0,0
3,4.0,2887,9846.0,2,94,1,0,0,1,14.02,816264.0,1
4,4.0,2720,1530.0,1,67,1,1,0,1,6.37,784240.0,0
2,2.5,1277,1519.0,1,72,1,1,1,0,13.0,386000.0,0
3,3.0,1937,3467.0,1,2,0,0,1,1,6.0,580814.0,0
3,3.0,2534,1889.0,2,104,1,0,0,1,5.08,709408.0,0
4,5.0,2833,2602.0,2,35,1,0,0,0,15.53,657646.0,0
3,4.0,2546,4767.0,1,32,1,0,0,1,6.9,790029.0,0
3,3.5,2393,1955.0,2,115,1,0,0,0,1.56,676710.0,0
4,5.0,3290,1933.0,1,76,1,0,0,0,16.28,882278.0,1
5,5.0,3976,2914.0,2,41,0,0,0,0,17.61,987494.0,1
4,4.0,3636,2681.0,2,36,0,0,0,1,7.34,974274.0,1
5,5.0,4050,3460.0,2,34,1,1,0,1,13.19,1165910.0,1
2,2.0,1588,2150.0,2,6,0,1,1,0,17.42,441502.0,0
4,4.0,2114,2211.0,1,93,1,1,0,1,4.45,711168.0,0
